,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does,Founders
1722,600000.0,2021,2017,Legitquest,LegalTech,Seed,New Delhi,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,"Himanshu Puri, Karan Kalia, Rohit Shukla"
1723,800000000.0,2021,2014,Swiggy,Food delivery,Seed,Bangalore,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety"
1724,0.0,2021,2019,AntWak,EdTech,Seed,Bangalore,AntWak provides a video platform for e-learning service.,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman"
1725,17000000.0,2021,2016,PlayShifu,EdTech,Series B,Bangalore,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,"Dinesh Advani, Vivek Goyal"
1726,3500000.0,2021,2015,Pitstop,Automotive,Pre-series B,Bangalore,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak"
1727,15000000.0,2021,1999,Lendingkart,FinTech,Debt,Gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,"Harshvardhan Lunia, Mukul Sachan"
1728,215000000.0,2021,2018,CRED,FinTech,Series D,Bangalore,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,Kunal Shah
1729,2500000.0,2021,2015,Karnival,SaaS startup,Seed,Bangalore,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,Neeraj Tyagi
1730,350000000.0,2021,2015,PharmEasy,HealthTech,Series E,Mumbai,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.","Dharmil Sheth, Dhaval Shah, Mikhil Innani"
1731,2000000.0,2021,1989,WESS,Renewable Energy,Seed,Mumbai,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,Hitesh Doshi
1732,5500000.0,2021,2020,ShopSe,FinTech,Seed,Mumbai,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai"
1733,600000.0,2021,2020,Fantasy Akhada,Fantasy sports,Seed,Gurugram,Fantasy Akhada offers fantasy sports platform for cricket and football.,Amit Purohit
1734,0.0,2021,2018,Rage Coffee,Food & Beverages,Pre-series A,New Delhi,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,Bharat Sethi
1735,83000000.0,2021,2017,Groww,FinTech,Series D,Bangalore,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh"
1736,26000000.0,2021,2016,Avanti Finance,FinTech,Series A,Bangalore,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,"Ratan Tata, Nandan Nilekani"
1737,0.0,2021,2014,Kudos,FinTech,Pre-series A,Pune,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",Naresh Vigh
1738,110000000.0,2021,2015,OfBusiness,FinTech,Seed,Gurugram,OfBusiness is a financing platform that offers smart financing to SMEs.,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar"
1739,3000000.0,2021,2019,Superpro.ai,Video communication,Seed,Bangalore,Enabling independent professionals to bring offline consulting online with AI,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar"
1740,500000000.0,2021,2015,ShareChat,Social Media,Seed,Bangalore,ShareChat is a social networking and regional content platform.,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan"
1741,1000000.0,2021,2020,WiT-ACE,Skill development,Seed,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",Anuranjita Kumar
1742,65000000.0,2021,2015,Spinny,Retail,Series C,Gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur"
1743,150000000000.0,2021,2018,Alteria Capital,FinTech,Debt,Mumbai,Alteria Capital is a Venture debt firm .,Vinod Murali
1744,6000000.0,2021,2017,Safexpay,FinTech,Seed,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,Ravi Gupta
1745,700000.0,2021,2018,PumPumPum,Rental,Pre-series A,Gurugram,Pumpumpum is a car rental company.,"Tarun Lawadia, Sameer Kalra"
1746,10000000.0,2021,2017,Speciale Invest,FinTech,Seed,Bangalore,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,"Vishesh Rajaram, Arjun Rao"
1747,700000.0,2021,2016,Eunimart,E-commerce,Pre-series A,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,"Saikat Roy, Shayak Mazumder"
1748,300000000.0,2021,2015,Meesho,E-commerce,Seed,Bangalore,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,"Sanjeev Barnwal, Vidit Aatrey"
1749,2200000.0,2021,2019,CareerLabs,EdTech,Seed,Bangalore,"Aim to help students become future-ready, setting them on a path to success that suits them best.","PN Santosh, Prasanna Alagesan, Krithika Srinivasan"
1750,35000000.0,2021,2020,Uable,EdTech,Pre-series A,Bangalore,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,Saurabh Saxena
1751,140000000.0,2021,2016,Zoko,Tech Startup,Seed,Bangalore,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.","Arjun Paul, Aromal Sivadasan"
1752,200000.0,2021,2019,GetWork,Recruitment,Seed,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Rahul Veerwal
1753,4000000.0,2021,2015,Easebuzz,E-commerce,Series A,Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,Rohit Prasad
1754,13000000.0,2021,2018,Chingari,Social Media,Seed,Bangalore,Chingari operates as a short video platform.,Sumit Ghosh
1755,1100000.0,2021,2017,DusMinute,Retail,Pre-series A,Bangalore,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,Apoorva Mishra
1756,0.0,2021,2020,Onsurity,HealthCare,Seed,Bangalore,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,"Kulin Shah, Yogesh Agarwal"
1757,0.0,2021,2019,Karbon Card,FinTech,Seed,Bangalore,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha"
1758,2000000.0,2021,2020,Factors.AI,SaaS startup,Seed,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers","Aravind Murthy, Praveen Das, Srikrishna Swaminathan"
1759,2000000.0,2021,2017,Elevar,Sports,Seed,Mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More.","Kunal Joshi, Pranav Marwah"
1760,800000.0,2021,2020,Studio Sirah,Computer Games,Seed,Bangalore,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,"Abhaas Shah, Prateek Shah"
1761,6000000.0,2021,2018,OTO Capital,FinTech,Seed,Mumbai,The Future Of Vehicle Ownership!,"Harsh Saruparia, Sumit Chhazed"
1762,2500000.0,2021,2016,1Bridge,Consumer Goods,Seed,Bangalore,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village","Madan Padaki, Anil Kumar, M Chakrawarty"
1763,9500000.0,2021,2018,Skeps,FinTech,Seed,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space","Mayank Tewari, Tushar Srivastava"
1764,13000000.0,2021,2020,Curefoods,Food & Beverages,Seed,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,Ankit Nagori
1765,5000000.0,2021,2015,TartanSense,Information Technology,Seed,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,Jaisimha Rao
1766,8000000.0,2021,2012,Bewakoof,Apparel & Fashion,Seed,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",Prabhkiran Singh
1767,1000000.0,2021,2018,Kirana247,Logistics & Supply Chain,Seed,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,"Tarun Jiwarajka, Pankhuri Jiwarajka"
1768,0.0,2021,2020,NeoDocs,Healthtech,Seed,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Nikunj Malpani, Anurag Meena, Pratik Lodha"
1769,200000.0,2021,2015,IsGoingOnline,Retail,Seed,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,Eobin Alex
1770,12000000.0,2021,2010,Camp K12,EdTech,Seed,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",Anshul Bhagi
1771,1500000.0,2021,2020,Elda Health,Healthcare,Seed,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma"
1772,2000000.0,2021,2020,Sporjo,SportsTech,Seed,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,G Srinivvasan
1773,1700000.0,2021,2014,Advantage Club,HRTech,Seed,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:","Sourabh Deorah, Smiti Bhatt Deorah"
1774,5500000.0,2021,2017,SuperGaming,Gaming,Seed,Pune,"At SuperGaming, building India's best gaming company.","Roby John, Sanket Nadhani, Navneet Waraich"
1775,1000000.0,2021,2020,Ruptok,FinTech,Seed,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Ankur Gupta
1776,13000000.0,2021,2020,Curefoods,Food & Beverages,Seed,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,Ankit Nagori
1777,5000000.0,2021,2015,TartanSense,Information Technology,Series A,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,Jaisimha Rao
1778,8000000.0,2021,2012,Bewakoof,Apparel & Fashion,Seed,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",Prabhkiran Singh
1779,1000000.0,2021,2018,Kirana247,Logistics & Supply Chain,Pre-series A,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,"Tarun Jiwarajka, Pankhuri Jiwarajka"
1780,1200000.0,2021,2020,FanPlay,Computer Games,Series A,Computer Games,A real money game app specializing in trivia games,YC W21
1781,0.0,2021,2020,NeoDocs,Healthtech,Pre-seed,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Nikunj Malpani, Anurag Meena, Pratik Lodha"
1782,200000.0,2021,2015,IsGoingOnline,Retail,Pre-series A,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,Eobin Alex
1783,12000000.0,2021,2010,Camp K12,EdTech,Series A,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",Anshul Bhagi
1784,1500000.0,2021,2020,Elda Health,Healthcare,Seed,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma"
1785,2000000.0,2021,2020,Sporjo,SportsTech,Pre-series A,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,G Srinivvasan
1786,1700000.0,2021,2014,Advantage Club,HRTech,Seed,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:","Sourabh Deorah, Smiti Bhatt Deorah"
1787,5500000.0,2021,2017,SuperGaming,Gaming,Series A,Pune,"At SuperGaming, building India's best gaming company.","Roby John, Sanket Nadhani, Navneet Waraich"
1788,1000000.0,2021,2020,Ruptok,FinTech,Seed,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Ankur Gupta
1789,400000.0,2021,2019,O’ Be Cocktails,Wine & Spirits,Seed,Bangalore,India’s first and only Ready to Drink Premium Cocktails.,Nitesh Prakash
1790,150000000.0,2021,2018,Zetwerk,Mechanical & Industrial Engineering,Series E,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,"Srinath Ramakkrushnan, Amrit Acharya"
1791,4000000.0,2021,2020,AppsForBharat,Spiritual,Seed,Bangalore,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",Prashant Sachan
1792,0.0,2021,2011,Imagimake,Consumer Goods,Seed,Mumbai,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.","Disha Katharani, Ravi Jalan"
1793,100000000.0,2021,2018,Khatabook,Financial Services,Series C,Bangalore,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,"Ravish Naresh, Ashish Sonone"
1794,6000000.0,2021,2015,Smytten,Consumer Goods,Series A,Gurugram,India's largest premium discovery and trial platform!,"Swagat Sarangi, Siddhartha Nangia."
1795,1000000.0,2021,2016,Syook,Industrial Automation,Series A,Bangalore,Syook is building the next generation enterprise IOT platform.,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan"
1796,0.0,2021,2020,Akudo,FinTech,Pre-seed,Bangalore,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi"
1797,500000.0,2021,2019,NOTO,Consumer Goods,Pre-series A,Mumbai,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.","Varun Sheth, Ashni Sheth"
1798,2000000.0,2021,2013,Lumiq,Information Technology,Seed,Noida,Help enterprises monetize their data and reinvent the digital transformation journey.,Shoaib Mohammad
1799,0.0,2021,2018,CommerceUp,Information Technology,Seed,Gurugram,Grow and manage ecommerce business from single dashboard,Piyush Pathak
1800,5500000.0,2021,2015,Breathe Well-being,Health,Series A,Gurugram,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.","Rohan Verma, Aditya Kaicker"
1801,0.0,2021,2012,Hike,Information Technology,Seed,New Delhi,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,Kavin Bharti Mittal
1802,15000000.0,2021,2013,House of Kieraya,Lifestyle,Seed,Bangalore,"House of Kieraya, well-known for furniture and lifestyle rental brand ﻿Furlenco",Ajith Mohan Karimpana
1803,2000000.0,2021,2019,goEgoNetwork,Automotive,Seed,Pune,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.","Dheeman Kadam, Sayantan Chakraborti"
1804,500000.0,2021,2017,Probus,IoT,Bridge,New Delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.","Anand Singh, Ankit Vaish, Sunny Kumar Jadoon"
1805,1000000.0,2021,2016,DrinkPrime,Consumer Goods,Seed,Bangalore,India's Smartest Water Purifiers and are redefining water purifier ownership.,Anil Kejriwal
1806,10000000.0,2021,0,Smart Express,Logistics,Seed,Mumbai,India’s Most Innovative and Awarded Express Logistics Company.,Yogesh Dhingra
1807,40000000.0,2021,2015,Smallcase,FinTech,Series C,Bangalore,Smallcase is a new way to invest in the stock markets.,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta"
